;StartNode;EndNode;Class;Rank;Weight
5064;immortalized normal renal cells;chloride;cell_line;0;2
5065;immortalized normal renal cells;collagen;cell_line;0;1
5066;immortalized normal renal cells;cystic fibrosis;cell_line;0;1
5067;immortalized normal renal cells;cystic fibrosis transmembrane conductance regulator;cell_line;0;1
5068;immortalized normal renal cells;mtor;cell_line;0;1
5069;immortalized normal renal cells;p70;cell_line;0;1
5070;immortalized normal renal cells;panduratin a;cell_line;0;10
5071;immortalized normal renal cells;pck;cell_line;0;1
5072;immortalized normal renal cells;pkd;cell_line;0;7
5073;immortalized normal renal cells;polycystic kidney disease;cell_line;0;1
5074;immortalized normal renal cells;rats;cell_line;0;2
5075;immortalized normal renal cells;renal cyst;cell_line;0;4
5076;immortalized normal renal cells;renal cyst colonies;cell_line;0;1
5077;immortalized normal renal cells;s6k;cell_line;0;1
5078;infertility;cftr;disease;0;8
5079;infertility;cox-2;disease;0;2
5080;infertility;cryptorchidism;disease;0;2
5081;infertility;cystic fibrosis;disease;0;1
5082;infertility;cystic fibrosis transmembrane conduction regulator;disease;0;1
5083;infertility;dehp;disease;0;3
5084;infertility;di-(2-ethylhexyl) phthalate;disease;0;1
5085;infertility;nf-b;disease;0;2
5086;infertility;oligospermia;disease;0;1
5087;infertility;patients;disease;0;1
5088;infertility;pge2;disease;0;2
5089;infertility;tds;disease;0;1
5090;infertility;testicular dysgenesis syndrome;disease;0;1
5091;infertility;unilateral cryptorchidism;disease;0;2
5092;ivacaftor;cf) airway disease;drug;0;2
5093;ivacaftor;cftr;drug;0;2
5094;ivacaftor;cystic fibrosis;drug;0;2
5095;ivacaftor;cystic fibrosis (;drug;0;2
5096;ivacaftor;hyperviscosity;drug;0;2
5097;ivacaftor;ivacaftor;drug;0;2
5098;ivacaftor;methacholine;drug;0;2
5099;ivacaftor;muc5ac;drug;0;2
5100;ivacaftor;muc5b;drug;0;8
5101;ivacaftor;muco-obstructive;drug;0;2
5102;ivacaftor;mucus abnormality;drug;0;2
5103;ivacaftor;rat;drug;0;12
5104;jnk;cftr;gene;0;24
5105;jnk;cystic fibrosis;gene;0;2
5106;jnk;cystic fibrosis transmembrane conductance regulator;gene;0;2
5107;jnk;erk;gene;0;4
5108;jnk;jnk;gene;0;2
5109;jnk;matrix metalloproteinase-9;gene;0;2
5110;jnk;mmp2;gene;0;2
5111;jnk;p38;gene;0;4
5112;jnk;pdgf receptor;gene;0;2
5113;jnk;pdgf-bb;gene;0;12
5114;jnk;platelet-derived growth factor-bb;gene;0;2
5115;jnk;rat;gene;0;4
5116;jnk;serum and glucocorticoid-inducible kinase 1;gene;0;4
5117;jnk;tetrazolium;gene;0;2
5118;k(+);cftr;drug;0;5
5119;k(+);cftr protein;drug;0;1
5120;k(+);cl(-);drug;0;3
5121;k(+);cystic fibrosis;drug;0;1
5122;k(+);cystic fibrosis transmembrane conductance regulator;drug;0;1
5123;k(+);flavonoid;drug;0;1
5124;k(+);na(+);drug;0;1
5125;k(+);na(+)-k(+)-atpase;drug;0;1
5126;k(+);pinocembrin;drug;0;2
5127;k(+);pinostrobin;drug;0;8
5128;k(+);pinostrobin oxime;drug;0;2
5129;k(+);pkd;drug;0;4
5130;k(+);polycystic kidney disease;drug;0;1
5131;k(+);rats;drug;0;3
5132;k(+);renal cyst;drug;0;2
5133;let-7b-5p;cftr;gene;0;8
5134;let-7b-5p;cftr mrna;gene;0;2
5135;let-7b-5p;cystic fibrosis;gene;0;1
5136;let-7b-5p;cystic fibrosis transmembrane conductance regulator;gene;0;1
5137;let-7b-5p;diabetes;gene;0;3
5138;let-7b-5p;glucose;gene;0;4
5139;let-7b-5p;hyperglycaemic;gene;0;1
5140;let-7b-5p;hyperglycemic;gene;0;1
5141;let-7b-5p;mtt;gene;0;1
5142;let-7b-5p;rats;gene;0;1
5143;let-7b-5p;rotator cuff tear;gene;0;1
5144;let-7b-5p;tdsc;gene;0;1
5145;let-7b-5p;tdscs;gene;0;2
5146;loperamide hydrochloride;16s rdna;drug;0;2
5147;loperamide hydrochloride;5-hiaa;drug;0;1
5148;loperamide hydrochloride;5-ht;drug;0;4
5149;loperamide hydrochloride;5-ht4r;drug;0;1
5150;loperamide hydrochloride;acetic acid;drug;0;2
5151;loperamide hydrochloride;butyric acid;drug;0;2
5152;loperamide hydrochloride;camp;drug;0;1
5153;loperamide hydrochloride;cftr;drug;0;1
5154;loperamide hydrochloride;constipation;drug;0;1
5155;loperamide hydrochloride;fatty acid;drug;0;1
5156;loperamide hydrochloride;pka;drug;0;1
5157;loperamide hydrochloride;propionic acid;drug;0;2
5158;loperamide hydrochloride;rats;drug;0;6
5159;loperamide hydrochloride;scfa;drug;0;1
5160;loperamide hydrochloride;scfas;drug;0;2
5161;loperamide hydrochloride;short-chain fatty acids;drug;0;1
5162;loperamide hydrochloride;slow transit constipation;drug;0;1
5163;loperamide hydrochloride;stc;drug;0;5
5164;lung disease;cf lung disease;disease;0;1
5165;lung disease;cftr;disease;0;5
5166;lung disease;cystic fibrosis;disease;0;2
5167;lung disease;cystic fibrosis (cf) transmembrane conductance regulator;disease;0;1
5168;lung disease;esc peptides;disease;0;4
5169;lung disease;f508del-cftr mutant;disease;0;1
5170;lung disease;lung infections;disease;0;1
5171;lung disease;patients;disease;0;2
5172;lung disease;people;disease;0;1
5173;lung disease;pseudomonas aeruginosa;disease;0;1
5174;lung disease;pulmonary infections;disease;0;1
5175;lung infections;cf lung disease;disease;0;1
5176;lung infections;cftr;disease;0;5
5177;lung infections;cystic fibrosis;disease;0;2
5178;lung infections;cystic fibrosis (cf) transmembrane conductance regulator;disease;0;1
5179;lung infections;esc peptides;disease;0;4
5180;lung infections;f508del-cftr mutant;disease;0;1
5181;lung infections;lung disease;disease;0;1
5182;lung infections;patients;disease;0;2
5183;lung infections;people;disease;0;1
5184;lung infections;pseudomonas aeruginosa;disease;0;1
5185;lung infections;pulmonary infections;disease;0;1
5186;matrix metalloproteinase-9;cftr;gene;0;12
5187;matrix metalloproteinase-9;cystic fibrosis;gene;0;1
5188;matrix metalloproteinase-9;cystic fibrosis transmembrane conductance regulator;gene;0;1
5189;matrix metalloproteinase-9;erk;gene;0;2
5190;matrix metalloproteinase-9;jnk;gene;0;2
5191;matrix metalloproteinase-9;mmp2;gene;0;1
5192;matrix metalloproteinase-9;p38;gene;0;2
5193;matrix metalloproteinase-9;pdgf receptor;gene;0;1
5194;matrix metalloproteinase-9;pdgf-bb;gene;0;6
5195;matrix metalloproteinase-9;platelet-derived growth factor-bb;gene;0;1
5196;matrix metalloproteinase-9;rat;gene;0;2
5197;matrix metalloproteinase-9;serum and glucocorticoid-inducible kinase 1;gene;0;2
5198;matrix metalloproteinase-9;tetrazolium;gene;0;1
5199;methacholine;cf) airway disease;drug;0;1
5200;methacholine;cftr;drug;0;1
5201;methacholine;cystic fibrosis;drug;0;1
5202;methacholine;cystic fibrosis (;drug;0;1
5203;methacholine;hyperviscosity;drug;0;1
5204;methacholine;ivacaftor;drug;0;2
5205;methacholine;muc5ac;drug;0;1
5206;methacholine;muc5b;drug;0;4
5207;methacholine;muco-obstructive;drug;0;1
5208;methacholine;mucus abnormality;drug;0;1
5209;methacholine;rat;drug;0;6
5210;mice;cftr;species;0;4
5211;mice;cftr proteins;species;0;1
5212;mice;cystic essential fatty acid deficiency;species;0;1
5213;mice;cystic fibrosis;species;0;2
5214;mice;essential fatty acid;species;0;2
5215;mice;essential fatty acid deficiencies;species;0;1
5216;mice;essential fatty acid deficiency;species;0;1
5217;mice;fatty acid;species;0;2
5218;mice;fatty acids;species;0;3
5219;mice;ferrets;species;0;1
5220;mice;mouse;species;0;2
5221;mice;patients;species;0;2
5222;mice;pigs;species;0;1
5223;mice;rats;species;0;1
5224;mice;sheep;species;0;1
5225;mmp2;cftr;gene;0;12
5226;mmp2;cystic fibrosis;gene;0;1
5227;mmp2;cystic fibrosis transmembrane conductance regulator;gene;0;1
5228;mmp2;erk;gene;0;2
5229;mmp2;jnk;gene;0;2
5230;mmp2;matrix metalloproteinase-9;gene;0;1
5231;mmp2;p38;gene;0;2
5232;mmp2;pdgf receptor;gene;0;1
5233;mmp2;pdgf-bb;gene;0;6
5234;mmp2;platelet-derived growth factor-bb;gene;0;1
5235;mmp2;rat;gene;0;2
5236;mmp2;serum and glucocorticoid-inducible kinase 1;gene;0;2
5237;mmp2;tetrazolium;gene;0;1
5238;mouse;cftr;species;0;8
5239;mouse;cftr proteins;species;0;2
5240;mouse;cystic essential fatty acid deficiency;species;0;2
5241;mouse;cystic fibrosis;species;0;4
5242;mouse;essential fatty acid;species;0;4
5243;mouse;essential fatty acid deficiencies;species;0;2
5244;mouse;essential fatty acid deficiency;species;0;2
5245;mouse;fatty acid;species;0;4
5246;mouse;fatty acids;species;0;6
5247;mouse;ferrets;species;0;2
5248;mouse;mice;species;0;2
5249;mouse;mouse;species;0;2
5250;mouse;patients;species;0;4
5251;mouse;pigs;species;0;2
5252;mouse;rats;species;0;2
5253;mouse;sheep;species;0;2
5254;mtor;abdominal bleeding;gene;0;1
5255;mtor;adpkd;gene;0;1
5256;mtor;ampk;gene;0;3
5257;mtor;autosomal dominant polycystic kidney disease;gene;0;1
5258;mtor;cftr;gene;0;3
5259;mtor;chloride;gene;0;2
5260;mtor;collagen;gene;0;1
5261;mtor;cystic fibrosis;gene;0;1
5262;mtor;cystic fibrosis transmembrane conductance regulator;gene;0;1
5263;mtor;immortalized normal renal cells;gene;0;1
5264;mtor;p70;gene;0;1
5265;mtor;panduratin a;gene;0;10
5266;mtor;pck;gene;0;1
5267;mtor;pkd;gene;0;7
5268;mtor;polycystic kidney disease;gene;0;1
5269;mtor;rats;gene;0;2
5270;mtor;renal cyst;gene;0;4
5271;mtor;renal cyst colonies;gene;0;1
5272;mtor;s6k;gene;0;1
5273;mtt;cftr;drug;0;8
5274;mtt;cftr mrna;drug;0;2
5275;mtt;cystic fibrosis;drug;0;1
5276;mtt;cystic fibrosis transmembrane conductance regulator;drug;0;1
5277;mtt;diabetes;drug;0;3
5278;mtt;glucose;drug;0;4
5279;mtt;hyperglycaemic;drug;0;1
5280;mtt;hyperglycemic;drug;0;1
5281;mtt;let-7b-5p;drug;0;1
5282;mtt;rats;drug;0;1
5283;mtt;rotator cuff tear;drug;0;1
5284;mtt;tdsc;drug;0;1
5285;mtt;tdscs;drug;0;2
5286;muc5ac;cf) airway disease;gene;0;1
5287;muc5ac;cftr;gene;0;1
5288;muc5ac;cystic fibrosis;gene;0;1
5289;muc5ac;cystic fibrosis (;gene;0;1
5290;muc5ac;hyperviscosity;gene;0;1
5291;muc5ac;ivacaftor;gene;0;2
5292;muc5ac;methacholine;gene;0;1
5293;muc5ac;muc5b;gene;0;4
5294;muc5ac;muco-obstructive;gene;0;1
5295;muc5ac;mucus abnormality;gene;0;1
5296;muc5ac;rat;gene;0;6
5297;muc5b;cf) airway disease;gene;0;4
5298;muc5b;cftr;gene;0;4
5299;muc5b;cystic fibrosis;gene;0;4
5300;muc5b;cystic fibrosis (;gene;0;4
5301;muc5b;hyperviscosity;gene;0;4
5302;muc5b;ivacaftor;gene;0;8
5303;muc5b;methacholine;gene;0;4
5304;muc5b;muc5ac;gene;0;4
5305;muc5b;muc5b;gene;0;12
5306;muc5b;muco-obstructive;gene;0;4
5307;muc5b;mucus abnormality;gene;0;4
5308;muc5b;rat;gene;0;24
5309;muco-obstructive;cf) airway disease;disease;0;1
5310;muco-obstructive;cftr;disease;0;1
5311;muco-obstructive;cystic fibrosis;disease;0;1
5312;muco-obstructive;cystic fibrosis (;disease;0;1
5313;muco-obstructive;hyperviscosity;disease;0;1
5314;muco-obstructive;ivacaftor;disease;0;2
5315;muco-obstructive;methacholine;disease;0;1
5316;muco-obstructive;muc5ac;disease;0;1
5317;muco-obstructive;muc5b;disease;0;4
5318;muco-obstructive;mucus abnormality;disease;0;1
5319;muco-obstructive;rat;disease;0;6
5320;mucus abnormality;cf) airway disease;disease;0;1
5321;mucus abnormality;cftr;disease;0;1
5322;mucus abnormality;cystic fibrosis;disease;0;1
5323;mucus abnormality;cystic fibrosis (;disease;0;1
5324;mucus abnormality;hyperviscosity;disease;0;1
5325;mucus abnormality;ivacaftor;disease;0;2
5326;mucus abnormality;methacholine;disease;0;1
5327;mucus abnormality;muc5ac;disease;0;1
5328;mucus abnormality;muc5b;disease;0;4
5329;mucus abnormality;muco-obstructive;disease;0;1
5330;mucus abnormality;rat;disease;0;6
5331;mucus defect;cf) airway disease;disease;0;1
5332;mucus defect;cftr;disease;0;1
5333;mucus defect;cystic fibrosis;disease;0;1
5334;mucus defect;p. aeruginosa;disease;0;2
5335;mucus defect;pseudomonas aeruginosa;disease;0;1
5336;mucus defect;rat;disease;0;1
5337;mucus defect;rats;disease;0;2
5338;na(+);cftr;drug;0;5
5339;na(+);cftr protein;drug;0;1
5340;na(+);cl(-);drug;0;3
5341;na(+);cystic fibrosis;drug;0;1
5342;na(+);cystic fibrosis transmembrane conductance regulator;drug;0;1
5343;na(+);flavonoid;drug;0;1
5344;na(+);k(+);drug;0;1
5345;na(+);na(+)-k(+)-atpase;drug;0;1
5346;na(+);pinocembrin;drug;0;2
5347;na(+);pinostrobin;drug;0;8
5348;na(+);pinostrobin oxime;drug;0;2
5349;na(+);pkd;drug;0;4
5350;na(+);polycystic kidney disease;drug;0;1
5351;na(+);rats;drug;0;3
5352;na(+);renal cyst;drug;0;2
5353;na(+)-k(+)-atpase;cftr;gene;0;5
5354;na(+)-k(+)-atpase;cftr protein;gene;0;1
5355;na(+)-k(+)-atpase;cl(-);gene;0;3
5356;na(+)-k(+)-atpase;cystic fibrosis;gene;0;1
5357;na(+)-k(+)-atpase;cystic fibrosis transmembrane conductance regulator;gene;0;1
5358;na(+)-k(+)-atpase;flavonoid;gene;0;1
5359;na(+)-k(+)-atpase;k(+);gene;0;1
5360;na(+)-k(+)-atpase;na(+);gene;0;1
5361;na(+)-k(+)-atpase;pinocembrin;gene;0;2
5362;na(+)-k(+)-atpase;pinostrobin;gene;0;8
5363;na(+)-k(+)-atpase;pinostrobin oxime;gene;0;2
5364;na(+)-k(+)-atpase;pkd;gene;0;4
5365;na(+)-k(+)-atpase;polycystic kidney disease;gene;0;1
5366;na(+)-k(+)-atpase;rats;gene;0;3
5367;na(+)-k(+)-atpase;renal cyst;gene;0;2
5368;nf-b;cftr;gene;0;16
5369;nf-b;cox-2;gene;0;4
5370;nf-b;cryptorchidism;gene;0;4
5371;nf-b;cystic fibrosis;gene;0;2
5372;nf-b;cystic fibrosis transmembrane conduction regulator;gene;0;2
5373;nf-b;dehp;gene;0;6
5374;nf-b;di-(2-ethylhexyl) phthalate;gene;0;2
5375;nf-b;infertility;gene;0;2
5376;nf-b;nf-b;gene;0;2
5377;nf-b;oligospermia;gene;0;2
5378;nf-b;patients;gene;0;2
5379;nf-b;pge2;gene;0;4
5380;nf-b;tds;gene;0;2
5381;nf-b;testicular dysgenesis syndrome;gene;0;2
5382;nf-b;unilateral cryptorchidism;gene;0;4
5383;oligospermia;cftr;disease;0;8
5384;oligospermia;cox-2;disease;0;2
5385;oligospermia;cryptorchidism;disease;0;2
5386;oligospermia;cystic fibrosis;disease;0;1
5387;oligospermia;cystic fibrosis transmembrane conduction regulator;disease;0;1
5388;oligospermia;dehp;disease;0;3
5389;oligospermia;di-(2-ethylhexyl) phthalate;disease;0;1
5390;oligospermia;infertility;disease;0;1
5391;oligospermia;nf-b;disease;0;2
5392;oligospermia;patients;disease;0;1
5393;oligospermia;pge2;disease;0;2
5394;oligospermia;tds;disease;0;1
5395;oligospermia;testicular dysgenesis syndrome;disease;0;1
5396;oligospermia;unilateral cryptorchidism;disease;0;2
5397;p. aeruginosa;cf) airway disease;species;0;2
5398;p. aeruginosa;cftr;species;0;2
5399;p. aeruginosa;cystic fibrosis;species;0;2
5400;p. aeruginosa;mucus defect;species;0;2
5401;p. aeruginosa;p. aeruginosa;species;0;2
5402;p. aeruginosa;pseudomonas aeruginosa;species;0;2
5403;p. aeruginosa;rat;species;0;2
5404;p. aeruginosa;rats;species;0;4
5405;p38;cftr;gene;0;24
5406;p38;cystic fibrosis;gene;0;2
5407;p38;cystic fibrosis transmembrane conductance regulator;gene;0;2
5408;p38;erk;gene;0;4
5409;p38;jnk;gene;0;4
5410;p38;matrix metalloproteinase-9;gene;0;2
5411;p38;mmp2;gene;0;2
5412;p38;p38;gene;0;2
5413;p38;pdgf receptor;gene;0;2
5414;p38;pdgf-bb;gene;0;12
5415;p38;platelet-derived growth factor-bb;gene;0;2
5416;p38;rat;gene;0;4
5417;p38;serum and glucocorticoid-inducible kinase 1;gene;0;4
5418;p38;tetrazolium;gene;0;2
5419;p70;abdominal bleeding;gene;0;1
5420;p70;adpkd;gene;0;1
5421;p70;ampk;gene;0;3
5422;p70;autosomal dominant polycystic kidney disease;gene;0;1
5423;p70;cftr;gene;0;3
5424;p70;chloride;gene;0;2
5425;p70;collagen;gene;0;1
5426;p70;cystic fibrosis;gene;0;1
5427;p70;cystic fibrosis transmembrane conductance regulator;gene;0;1
5428;p70;immortalized normal renal cells;gene;0;1
5429;p70;mtor;gene;0;1
5430;p70;panduratin a;gene;0;10
5431;p70;pck;gene;0;1
5432;p70;pkd;gene;0;7
5433;p70;polycystic kidney disease;gene;0;1
5434;p70;rats;gene;0;2
5435;p70;renal cyst;gene;0;4
5436;p70;renal cyst colonies;gene;0;1
5437;p70;s6k;gene;0;1
5438;panduratin a;abdominal bleeding;drug;0;10
5439;panduratin a;adpkd;drug;0;10
5440;panduratin a;ampk;drug;0;30
5441;panduratin a;autosomal dominant polycystic kidney disease;drug;0;10
5442;panduratin a;cftr;drug;0;30
5443;panduratin a;chloride;drug;0;20
5444;panduratin a;collagen;drug;0;10
5445;panduratin a;cystic fibrosis;drug;0;10
5446;panduratin a;cystic fibrosis transmembrane conductance regulator;drug;0;10
5447;panduratin a;immortalized normal renal cells;drug;0;10
5448;panduratin a;mtor;drug;0;10
5449;panduratin a;p70;drug;0;10
5450;panduratin a;panduratin a;drug;0;90
5451;panduratin a;pck;drug;0;10
5452;panduratin a;pkd;drug;0;70
5453;panduratin a;polycystic kidney disease;drug;0;10
5454;panduratin a;rats;drug;0;20
5455;panduratin a;renal cyst;drug;0;40
5456;panduratin a;renal cyst colonies;drug;0;10
5457;panduratin a;s6k;drug;0;10
5458;patients;cf lung disease;species;0;2
5459;patients;cftr;species;0;26
5460;patients;cftr proteins;species;0;2
5461;patients;cox-2;species;0;2
5462;patients;cryptorchidism;species;0;2
5463;patients;cystic essential fatty acid deficiency;species;0;2
5464;patients;cystic fibrosis;species;0;9
5465;patients;cystic fibrosis (cf) transmembrane conductance regulator;species;0;2
5466;patients;cystic fibrosis transmembrane conduction regulator;species;0;1
5467;patients;dehp;species;0;3
5468;patients;di-(2-ethylhexyl) phthalate;species;0;1
5469;patients;esc peptides;species;0;8
5470;patients;essential fatty acid;species;0;4
5471;patients;essential fatty acid deficiencies;species;0;2
5472;patients;essential fatty acid deficiency;species;0;2
5473;patients;f508del-cftr mutant;species;0;2
5474;patients;fatty acid;species;0;4
5475;patients;fatty acids;species;0;6
5476;patients;ferrets;species;0;2
5477;patients;infertility;species;0;1
5478;patients;lung disease;species;0;2
5479;patients;lung infections;species;0;2
5480;patients;mice;species;0;2
5481;patients;mouse;species;0;4
5482;patients;nf-b;species;0;2
5483;patients;oligospermia;species;0;1
5484;patients;patients;species;0;4
5485;patients;people;species;0;2
5486;patients;pge2;species;0;2
5487;patients;pigs;species;0;2
5488;patients;pseudomonas aeruginosa;species;0;2
5489;patients;pulmonary infections;species;0;2
5490;patients;rats;species;0;2
5491;patients;sheep;species;0;2
5492;patients;tds;species;0;1
5493;patients;testicular dysgenesis syndrome;species;0;1
5494;patients;unilateral cryptorchidism;species;0;2
5495;pck;abdominal bleeding;gene;0;1
5496;pck;adpkd;gene;0;1
5497;pck;ampk;gene;0;3
5498;pck;autosomal dominant polycystic kidney disease;gene;0;1
5499;pck;cftr;gene;0;3
5500;pck;chloride;gene;0;2
5501;pck;collagen;gene;0;1
5502;pck;cystic fibrosis;gene;0;1
5503;pck;cystic fibrosis transmembrane conductance regulator;gene;0;1
5504;pck;immortalized normal renal cells;gene;0;1
5505;pck;mtor;gene;0;1
5506;pck;p70;gene;0;1
5507;pck;panduratin a;gene;0;10
5508;pck;pkd;gene;0;7
5509;pck;polycystic kidney disease;gene;0;1
5510;pck;rats;gene;0;2
5511;pck;renal cyst;gene;0;4
5512;pck;renal cyst colonies;gene;0;1
5513;pck;s6k;gene;0;1
5514;pdgf receptor;cftr;gene;0;12
5515;pdgf receptor;cystic fibrosis;gene;0;1
5516;pdgf receptor;cystic fibrosis transmembrane conductance regulator;gene;0;1
5517;pdgf receptor;erk;gene;0;2
5518;pdgf receptor;jnk;gene;0;2
5519;pdgf receptor;matrix metalloproteinase-9;gene;0;1
5520;pdgf receptor;mmp2;gene;0;1
5521;pdgf receptor;p38;gene;0;2
5522;pdgf receptor;pdgf-bb;gene;0;6
5523;pdgf receptor;platelet-derived growth factor-bb;gene;0;1
5524;pdgf receptor;rat;gene;0;2
5525;pdgf receptor;serum and glucocorticoid-inducible kinase 1;gene;0;2
5526;pdgf receptor;tetrazolium;gene;0;1
5527;pdgf-bb;cftr;gene;0;72
5528;pdgf-bb;cystic fibrosis;gene;0;6
5529;pdgf-bb;cystic fibrosis transmembrane conductance regulator;gene;0;6
5530;pdgf-bb;erk;gene;0;12
5531;pdgf-bb;jnk;gene;0;12
5532;pdgf-bb;matrix metalloproteinase-9;gene;0;6
5533;pdgf-bb;mmp2;gene;0;6
5534;pdgf-bb;p38;gene;0;12
5535;pdgf-bb;pdgf receptor;gene;0;6
5536;pdgf-bb;pdgf-bb;gene;0;30
5537;pdgf-bb;platelet-derived growth factor-bb;gene;0;6
5538;pdgf-bb;rat;gene;0;12
5539;pdgf-bb;serum and glucocorticoid-inducible kinase 1;gene;0;12
5540;pdgf-bb;tetrazolium;gene;0;6
5541;people;cf lung disease;species;0;1
5542;people;cftr;species;0;5
5543;people;cystic fibrosis;species;0;2
5544;people;cystic fibrosis (cf) transmembrane conductance regulator;species;0;1
5545;people;esc peptides;species;0;4
5546;people;f508del-cftr mutant;species;0;1
5547;people;lung disease;species;0;1
5548;people;lung infections;species;0;1
5549;people;patients;species;0;2
5550;people;pseudomonas aeruginosa;species;0;1
5551;people;pulmonary infections;species;0;1
5552;pge2;cftr;drug;0;16
5553;pge2;cox-2;drug;0;4
5554;pge2;cryptorchidism;drug;0;4
5555;pge2;cystic fibrosis;drug;0;2
5556;pge2;cystic fibrosis transmembrane conduction regulator;drug;0;2
5557;pge2;dehp;drug;0;6
5558;pge2;di-(2-ethylhexyl) phthalate;drug;0;2
5559;pge2;infertility;drug;0;2
5560;pge2;nf-b;drug;0;4
5561;pge2;oligospermia;drug;0;2
5562;pge2;patients;drug;0;2
5563;pge2;pge2;drug;0;2
5564;pge2;tds;drug;0;2
5565;pge2;testicular dysgenesis syndrome;drug;0;2
5566;pge2;unilateral cryptorchidism;drug;0;4
5567;pigs;cftr;species;0;4
5568;pigs;cftr proteins;species;0;1
5569;pigs;cystic essential fatty acid deficiency;species;0;1
5570;pigs;cystic fibrosis;species;0;2
5571;pigs;essential fatty acid;species;0;2
5572;pigs;essential fatty acid deficiencies;species;0;1
5573;pigs;essential fatty acid deficiency;species;0;1
5574;pigs;fatty acid;species;0;2
5575;pigs;fatty acids;species;0;3
5576;pigs;ferrets;species;0;1
5577;pigs;mice;species;0;1
5578;pigs;mouse;species;0;2
5579;pigs;patients;species;0;2
5580;pigs;rats;species;0;1
5581;pigs;sheep;species;0;1
5582;pinocembrin;cftr;drug;0;10
5583;pinocembrin;cftr protein;drug;0;2
5584;pinocembrin;cl(-);drug;0;6
5585;pinocembrin;cystic fibrosis;drug;0;2
5586;pinocembrin;cystic fibrosis transmembrane conductance regulator;drug;0;2
5587;pinocembrin;flavonoid;drug;0;2
5588;pinocembrin;k(+);drug;0;2
5589;pinocembrin;na(+);drug;0;2
5590;pinocembrin;na(+)-k(+)-atpase;drug;0;2
5591;pinocembrin;pinocembrin;drug;0;2
5592;pinocembrin;pinostrobin;drug;0;16
5593;pinocembrin;pinostrobin oxime;drug;0;4
5594;pinocembrin;pkd;drug;0;8
5595;pinocembrin;polycystic kidney disease;drug;0;2
5596;pinocembrin;rats;drug;0;6
5597;pinocembrin;renal cyst;drug;0;4
5598;pinostrobin;cftr;drug;0;40
5599;pinostrobin;cftr protein;drug;0;8
5600;pinostrobin;cl(-);drug;0;24
5601;pinostrobin;cystic fibrosis;drug;0;8
5602;pinostrobin;cystic fibrosis transmembrane conductance regulator;drug;0;8
5603;pinostrobin;flavonoid;drug;0;8
5604;pinostrobin;k(+);drug;0;8
5605;pinostrobin;na(+);drug;0;8
5606;pinostrobin;na(+)-k(+)-atpase;drug;0;8
5607;pinostrobin;pinocembrin;drug;0;16
5608;pinostrobin;pinostrobin;drug;0;56
5609;pinostrobin;pinostrobin oxime;drug;0;16
5610;pinostrobin;pkd;drug;0;32
5611;pinostrobin;polycystic kidney disease;drug;0;8
5612;pinostrobin;rats;drug;0;24
5613;pinostrobin;renal cyst;drug;0;16
5614;pinostrobin oxime;cftr;drug;0;10
5615;pinostrobin oxime;cftr protein;drug;0;2
5616;pinostrobin oxime;cl(-);drug;0;6
5617;pinostrobin oxime;cystic fibrosis;drug;0;2
5618;pinostrobin oxime;cystic fibrosis transmembrane conductance regulator;drug;0;2
5619;pinostrobin oxime;flavonoid;drug;0;2
5620;pinostrobin oxime;k(+);drug;0;2
5621;pinostrobin oxime;na(+);drug;0;2
5622;pinostrobin oxime;na(+)-k(+)-atpase;drug;0;2
5623;pinostrobin oxime;pinocembrin;drug;0;4
5624;pinostrobin oxime;pinostrobin;drug;0;16
5625;pinostrobin oxime;pinostrobin oxime;drug;0;2
5626;pinostrobin oxime;pkd;drug;0;8
5627;pinostrobin oxime;polycystic kidney disease;drug;0;2
5628;pinostrobin oxime;rats;drug;0;6
5629;pinostrobin oxime;renal cyst;drug;0;4
5630;pka;16s rdna;gene;0;2
5631;pka;5-hiaa;gene;0;1
5632;pka;5-ht;gene;0;4
5633;pka;5-ht4r;gene;0;1
5634;pka;acetic acid;gene;0;2
5635;pka;butyric acid;gene;0;2
5636;pka;camp;gene;0;1
5637;pka;cftr;gene;0;1
5638;pka;constipation;gene;0;1
5639;pka;fatty acid;gene;0;1
5640;pka;loperamide hydrochloride;gene;0;1
5641;pka;propionic acid;gene;0;2
5642;pka;rats;gene;0;6
5643;pka;scfa;gene;0;1
5644;pka;scfas;gene;0;2
5645;pka;short-chain fatty acids;gene;0;1
5646;pka;slow transit constipation;gene;0;1
5647;pka;stc;gene;0;5
5648;pkd;abdominal bleeding;disease;0;7
5649;pkd;adpkd;disease;0;7
5650;pkd;ampk;disease;0;21
5651;pkd;autosomal dominant polycystic kidney disease;disease;0;7
5652;pkd;cftr;disease;0;41
5653;pkd;cftr protein;disease;0;4
5654;pkd;chloride;disease;0;14
5655;pkd;cl(-);disease;0;12
5656;pkd;collagen;disease;0;7
5657;pkd;cystic fibrosis;disease;0;11
5658;pkd;cystic fibrosis transmembrane conductance regulator;disease;0;11
5659;pkd;flavonoid;disease;0;4
5660;pkd;immortalized normal renal cells;disease;0;7
5661;pkd;k(+);disease;0;4
5662;pkd;mtor;disease;0;7
5663;pkd;na(+);disease;0;4
5664;pkd;na(+)-k(+)-atpase;disease;0;4
5665;pkd;p70;disease;0;7
5666;pkd;panduratin a;disease;0;70
5667;pkd;pck;disease;0;7
5668;pkd;pinocembrin;disease;0;8
5669;pkd;pinostrobin;disease;0;32
5670;pkd;pinostrobin oxime;disease;0;8
5671;pkd;pkd;disease;0;54
